    M     N  Error blk      Time     MFLOPS   Error ref      Time     MFLOPS 
  850   850 0.008729       0.05    8430.65 0.010825       0.05    8907.18
  860   860 0.009210       0.05    8527.50 0.009734       0.05    9014.94
  870   870 0.008449       0.05    8474.50 0.010440       0.05    9046.61
  880   880 0.008295       0.05    8496.11 0.011498       0.05    9028.90
  890   890 0.008643       0.06    8469.84 0.012179       0.05    9063.28
  900   900 0.008623       0.06    8507.52 0.009941       0.05    9053.36
  910   910 0.008430       0.06    8266.02 0.011271       0.06    8803.36
  920   920 0.008299       0.06    8463.16 0.009912       0.06    9063.98
  930   930 0.007988       0.06    8532.72 0.010174       0.06    9116.32
  940   940 0.007796       0.07    8508.66 0.010564       0.06    9136.79
  950   950 0.007674       0.07    8349.05 0.009132       0.06    8868.13
  960   960 0.007828       0.07    8519.83 0.010555       0.06    9111.22
  970   970 0.007628       0.07    8523.79 0.009166       0.07    9148.98
  980   980 0.007807       0.07    8528.36 0.010876       0.07    9171.34
  990   990 0.007359       0.08    8570.27 0.009633       0.07    9179.76
 1000  1000 0.007440       0.08    8433.60 0.009351       0.07    9179.61
